,Ensemble_adv,Ensemble_true,True,adv_model0,adv_model1,adv_model2,adv_model3,adv_model4,adv_model5,adv_model6,adv_model7,adv_model8,adv_model9,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
8132,3,7,7,2,3,8,8,3,8,3,3,8,8,7,7,7,7,7,7,7,7,7,7
8133,6,0,0,6,6,6,6,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0
8134,7,7,7,5,5,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8135,8,7,7,8,3,8,8,8,7,7,3,8,9,7,7,7,7,7,7,7,7,7,7
8136,8,1,1,3,3,8,7,3,8,7,7,8,8,1,1,1,1,1,1,1,1,1,1
8137,2,6,6,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6
8138,0,4,9,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,4,4,9
8139,8,1,1,2,2,8,7,3,2,7,2,8,8,1,1,1,1,1,1,1,1,1,1
8140,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8141,2,6,6,5,2,2,2,2,2,0,2,0,0,6,6,6,6,6,6,6,6,6,6
8142,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2
8143,3,3,3,3,3,9,9,3,3,9,3,3,3,3,3,3,3,3,3,5,3,3,3
8144,8,8,8,5,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8
8145,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8146,3,3,3,3,8,8,3,3,3,3,3,3,3,3,8,5,3,3,3,3,5,3,3
8147,8,8,8,5,8,8,8,8,8,5,5,8,5,8,8,8,8,8,8,8,8,8,8
8148,5,4,9,5,5,5,5,5,8,8,8,8,0,4,4,9,4,4,4,9,4,4,9
8149,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8150,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8151,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8152,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8153,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
8154,0,7,7,0,0,0,0,3,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7
8155,8,1,1,2,2,8,8,2,8,2,8,8,8,1,1,1,1,1,1,1,1,1,1
8156,8,1,1,2,2,8,8,8,2,2,8,8,8,1,1,1,1,1,1,1,1,1,1
8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,3,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3
8159,8,4,4,5,8,8,8,5,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4
8160,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8161,6,6,6,6,6,6,6,6,2,4,6,4,4,6,6,6,6,6,6,6,6,6,6
8162,5,4,4,5,8,8,5,5,4,5,8,8,4,4,4,4,4,4,4,4,4,4,4
8163,3,7,7,7,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7
8164,8,4,4,5,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4
8165,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8166,3,7,7,3,3,3,3,3,3,3,3,3,2,7,7,7,7,7,7,7,7,7,7
8167,9,4,4,9,9,4,9,9,9,5,5,5,9,4,4,4,4,4,4,4,4,4,4
8168,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8169,0,9,9,0,0,0,8,8,0,8,0,0,0,4,4,9,9,9,9,9,4,9,9
8170,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8171,0,7,7,0,0,0,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7
8172,0,9,9,0,0,0,7,0,0,7,0,0,7,4,9,9,9,9,9,9,9,9,9
8173,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8174,8,1,1,8,2,8,8,2,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
8175,2,0,0,2,2,2,2,6,2,2,2,2,6,0,0,0,0,6,6,0,0,6,6
8176,6,6,6,0,6,6,6,6,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6
8177,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
8178,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8179,8,4,4,5,8,8,8,8,8,8,8,8,0,4,4,4,4,4,4,4,4,4,4
8180,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8181,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8182,9,7,9,7,5,9,9,9,9,5,5,9,9,7,7,7,7,7,7,7,7,7,9
8183,0,6,6,0,6,0,0,0,0,0,6,0,0,6,6,6,6,6,6,6,6,6,6
8184,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,4,9,9,9,9,9
8185,5,0,0,5,5,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
8186,0,6,6,0,6,0,6,0,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6
8187,3,3,3,3,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8189,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6
8190,8,1,1,2,8,8,8,3,8,3,3,8,8,1,1,1,1,1,1,1,1,1,1
8191,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
8192,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8193,5,0,0,5,5,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
8194,1,1,1,3,1,8,1,3,3,2,3,8,1,1,1,1,1,1,1,1,1,1,1
8195,2,2,2,2,2,6,6,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2
8196,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8197,4,4,4,5,4,6,5,5,4,0,5,4,4,4,4,4,4,4,4,4,4,4,4
8198,2,5,5,2,2,2,2,2,2,5,6,2,0,5,5,5,5,5,5,5,5,5,5
8199,4,6,6,6,6,6,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
8200,9,7,7,9,9,9,7,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7
8201,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,8,1,1,3,8,8,1,3,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8203,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
8204,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8205,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8206,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8207,3,8,8,3,3,3,8,8,3,3,3,8,3,8,8,8,8,8,8,8,8,8,8
8208,5,9,9,7,5,7,5,5,7,7,9,9,5,7,9,7,9,9,9,7,9,9,9
8209,0,0,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8210,8,1,1,3,8,8,8,8,2,3,8,8,8,1,1,1,1,1,1,1,1,1,1
8211,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8212,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3
8213,4,4,4,4,4,6,4,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4
8214,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8215,2,2,2,2,2,2,8,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2
8216,5,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5
8217,8,1,1,2,8,8,8,3,2,3,3,8,8,1,1,1,1,1,1,1,1,1,1
8218,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8219,7,4,4,7,8,8,7,8,4,7,8,8,7,4,4,4,4,4,4,4,4,4,4
8220,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8221,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8222,9,9,9,7,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,4
8223,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
8224,7,9,9,7,7,9,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
8225,9,7,7,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,9,7,7,7,9
8226,3,1,1,7,3,9,7,3,3,7,3,3,3,1,1,1,1,1,1,1,1,1,1
8227,6,6,6,6,6,6,2,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6
8228,7,4,4,7,7,7,7,7,7,7,8,7,7,4,4,4,4,4,4,4,4,4,4
8229,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8230,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8231,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8232,6,0,0,6,6,6,6,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,0
8233,9,9,9,9,9,9,8,8,9,9,3,8,9,9,9,9,9,4,9,9,4,9,9
8234,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8235,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8236,8,5,5,8,5,4,5,8,4,5,5,5,8,5,5,5,5,5,5,5,5,5,5
8237,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8238,5,0,0,5,5,5,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
8239,5,0,0,5,5,0,5,5,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0
8240,3,1,1,3,3,3,7,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8241,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8242,2,4,4,2,2,2,2,2,8,2,8,8,6,4,4,4,4,4,4,4,4,4,4
8243,3,3,3,3,3,3,5,3,3,3,8,8,3,3,3,3,3,3,3,3,3,3,3
8244,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8245,4,4,4,4,4,4,4,5,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4
8246,3,1,1,3,2,0,1,3,2,3,8,8,3,1,1,1,1,1,1,1,1,1,1
8247,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8248,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8249,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8250,4,4,4,5,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4
8251,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8252,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8253,7,7,7,7,0,0,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7
8254,9,9,9,7,7,9,7,9,7,9,7,7,7,9,9,9,9,9,9,9,9,9,9
8255,0,8,8,8,0,8,0,8,0,8,0,8,0,8,8,9,8,8,9,8,8,8,8
8256,7,4,4,7,7,9,9,7,7,9,8,7,7,4,4,4,4,4,4,4,4,4,4
8257,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8258,6,4,8,6,6,6,8,8,6,6,6,6,6,4,6,4,4,4,6,4,4,6,6
8259,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8260,8,6,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,8,6,6
8261,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8262,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8263,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8
8264,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
8265,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
8266,6,4,4,3,6,6,1,8,4,6,6,8,4,4,4,4,4,4,4,4,4,4,4
8267,7,7,7,0,0,0,7,7,0,7,5,7,0,7,7,7,7,7,7,7,7,7,7
8268,1,1,1,3,1,8,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8269,3,3,3,3,3,8,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8270,8,1,1,3,8,8,1,3,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8271,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8272,5,9,9,5,9,5,5,5,7,5,5,8,5,9,9,9,9,9,9,9,9,9,9
8273,2,6,6,2,2,6,2,2,2,2,6,6,0,6,6,6,6,6,6,6,6,6,6
8274,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8275,5,0,0,5,2,5,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8276,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9
8277,8,1,1,3,2,8,1,8,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8278,0,7,7,0,0,0,7,0,0,0,0,7,0,7,7,7,7,7,7,7,7,7,7
8279,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8280,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8281,7,9,9,7,5,7,7,5,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
8282,8,1,1,2,8,8,8,8,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
8283,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8284,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
8285,0,3,3,5,5,0,5,5,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3
8286,7,9,9,7,7,9,7,7,9,7,7,7,7,9,9,9,9,9,9,9,9,9,9
8287,8,8,8,5,5,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8
8288,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8289,3,1,1,7,1,3,1,3,3,3,3,8,1,1,1,1,1,1,1,1,1,1,1
8290,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8291,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8292,2,4,4,2,6,6,2,6,2,2,6,2,2,4,4,4,4,4,4,4,4,4,4
8293,8,1,1,3,2,8,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8294,0,4,5,2,5,5,0,0,6,5,0,0,0,4,4,4,4,4,4,5,4,4,5
8295,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8296,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8297,5,5,5,5,5,7,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,8,1,1,1,8,8,1,8,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8301,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8302,9,4,4,3,9,9,7,3,3,9,3,9,9,4,4,4,4,4,4,4,4,4,4
8303,5,5,5,5,5,8,8,5,8,8,8,8,4,5,5,5,5,5,5,5,8,5,5
8304,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8305,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8306,8,8,8,8,8,8,5,8,8,8,8,8,5,8,8,8,0,0,8,8,0,0,8
8307,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,7,9,9,7,9,9,9,9
8308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8309,3,1,1,3,1,8,8,3,8,3,8,8,3,1,1,1,1,1,1,1,1,1,1
8310,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8311,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
8312,7,4,4,7,9,9,7,9,9,7,8,8,7,4,4,4,4,4,4,4,4,4,4
8313,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8314,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8315,7,7,7,7,7,3,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7
8316,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8317,7,9,9,7,9,7,7,7,7,9,7,7,7,9,9,9,9,9,9,9,9,9,9
8318,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8319,3,1,1,3,3,3,8,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8320,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8321,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8322,9,4,4,9,9,9,9,9,4,9,4,4,9,4,4,4,4,4,4,4,4,4,4
8323,3,5,5,3,5,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5
8324,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6
8325,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8326,5,5,8,5,5,8,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5
8327,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8328,4,6,6,6,6,4,4,4,4,4,6,4,4,6,6,6,6,6,6,6,6,6,6
8329,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8330,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8332,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8333,2,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3
8334,4,4,4,9,4,4,9,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4
8335,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3
8336,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8
8337,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8338,8,1,1,8,1,8,1,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1
8339,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8341,3,1,1,3,3,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8342,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8343,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
8344,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8345,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8346,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8347,8,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
8348,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
8349,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6
8350,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
8351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8352,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
8353,3,9,9,7,3,9,7,3,3,7,3,3,7,9,9,9,9,9,9,9,9,9,9
8354,3,9,9,5,5,5,3,3,3,5,3,3,3,9,9,9,9,9,9,9,9,9,9
8355,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8356,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
8357,8,5,5,8,8,4,8,8,8,8,8,5,5,5,5,5,5,8,5,5,5,5,5
8358,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
8359,8,1,1,3,1,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
8360,3,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
8361,4,4,4,9,9,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4
8362,3,7,7,7,7,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
8363,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8365,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8366,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8367,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6
8368,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
8369,8,7,7,3,8,8,8,8,8,3,8,8,3,7,7,7,7,7,7,7,7,7,7
8370,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8371,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8372,8,6,8,8,8,6,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,8
8373,5,9,9,5,5,4,5,5,5,5,5,5,5,4,4,4,9,9,4,9,9,4,9
8374,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8375,3,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
8376,3,1,1,3,3,8,8,3,8,3,8,3,3,1,1,1,1,1,1,1,1,1,1
8377,9,4,4,5,4,9,9,9,9,9,3,9,9,4,4,4,4,4,4,9,9,4,4
8378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8379,4,4,4,4,4,4,4,2,9,2,4,4,4,4,4,4,4,4,4,4,4,4,4
8380,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,8
8381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8382,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8383,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8384,4,9,9,4,4,4,4,9,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8386,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8387,4,9,9,5,4,4,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9
8388,3,1,1,3,3,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8389,3,5,5,0,3,0,3,0,3,0,3,3,0,5,5,5,5,5,5,5,5,5,5
8390,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8391,3,7,7,3,7,8,7,8,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7
8392,6,6,6,3,6,6,6,6,8,6,6,8,1,6,6,6,6,6,6,6,6,6,6
8393,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8394,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8395,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
8396,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
8397,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,3,1,1,3,1,1,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8401,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8402,9,4,4,9,9,4,4,9,9,9,4,9,9,4,4,4,4,4,4,4,4,4,4
8403,3,5,5,3,3,0,3,3,3,0,3,3,3,5,5,3,5,5,3,5,5,3,3
8404,6,6,6,6,6,6,2,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
8405,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8406,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8407,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8408,0,0,0,2,2,8,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0
8409,8,1,1,5,1,8,1,8,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
8410,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8411,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8412,4,4,4,4,9,4,4,2,4,9,2,9,9,4,4,4,4,4,4,4,4,4,4
8413,3,5,5,3,3,3,3,3,3,7,3,3,3,5,5,5,5,5,5,5,5,5,5
8414,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
